2018-06-24 16:46:40 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-06-24 16:46:43 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, ip-172-31-29-64.ca-central-1.compute.internal, 36508, None)
2018-06-24 16:46:43 INFO  BlockManager:54 - Initialized BlockManager: BlockManagerId(driver, ip-172-31-29-64.ca-central-1.compute.internal, 36508, None)
2018-06-24 16:46:43 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4ad73a46{/metrics/json,null,AVAILABLE,@Spark}
2018-06-24 16:46:44 INFO  MemoryStore:54 - Block broadcast_0 stored as values in memory (estimated size 236.5 KB, free 413.7 MB)
2018-06-24 16:46:44 INFO  MemoryStore:54 - Block broadcast_0_piece0 stored as bytes in memory (estimated size 22.9 KB, free 413.7 MB)
2018-06-24 16:46:44 INFO  BlockManagerInfo:54 - Added broadcast_0_piece0 in memory on ip-172-31-29-64.ca-central-1.compute.internal:36508 (size: 22.9 KB, free: 413.9 MB)
2018-06-24 16:46:44 INFO  SparkContext:54 - Created broadcast 0 from textFile at NativeMethodAccessorImpl.java:0
2018-06-24 16:46:44 INFO  FileInputFormat:249 - Total input paths to process : 1
2018-06-24 16:46:44 INFO  SparkContext:54 - Starting job: runJob at PythonRDD.scala:141
2018-06-24 16:46:44 INFO  DAGScheduler:54 - Got job 0 (runJob at PythonRDD.scala:141) with 1 output partitions
2018-06-24 16:46:44 INFO  DAGScheduler:54 - Final stage: ResultStage 0 (runJob at PythonRDD.scala:141)
2018-06-24 16:46:44 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 16:46:44 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 16:46:44 INFO  DAGScheduler:54 - Submitting ResultStage 0 (PythonRDD[2] at RDD at PythonRDD.scala:48), which has no missing parents
2018-06-24 16:46:44 INFO  MemoryStore:54 - Block broadcast_1 stored as values in memory (estimated size 5.5 KB, free 413.7 MB)
2018-06-24 16:46:44 INFO  MemoryStore:54 - Block broadcast_1_piece0 stored as bytes in memory (estimated size 3.4 KB, free 413.7 MB)
2018-06-24 16:46:44 INFO  BlockManagerInfo:54 - Added broadcast_1_piece0 in memory on ip-172-31-29-64.ca-central-1.compute.internal:36508 (size: 3.4 KB, free: 413.9 MB)
2018-06-24 16:46:44 INFO  SparkContext:54 - Created broadcast 1 from broadcast at DAGScheduler.scala:1039
2018-06-24 16:46:44 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 0 (PythonRDD[2] at RDD at PythonRDD.scala:48) (first 15 tasks are for partitions Vector(0))
2018-06-24 16:46:44 INFO  TaskSchedulerImpl:54 - Adding task set 0.0 with 1 tasks
2018-06-24 16:46:45 INFO  TaskSetManager:54 - Starting task 0.0 in stage 0.0 (TID 0, localhost, executor driver, partition 0, PROCESS_LOCAL, 7931 bytes)
2018-06-24 16:46:45 INFO  Executor:54 - Running task 0.0 in stage 0.0 (TID 0)
2018-06-24 16:46:45 INFO  Executor:54 - Fetching file:/home/ubuntu/assignment/a3/A3_DB/Label_Tweet_in_RealTime.py with timestamp 1529858802866
2018-06-24 16:46:45 INFO  Utils:54 - /home/ubuntu/assignment/a3/A3_DB/Label_Tweet_in_RealTime.py has been previously copied to /tmp/spark-1e507f08-92b6-4ac1-8811-1d6fe15c9ae3/userFiles-013c9dca-3d7d-4315-8618-e939b59061b3/Label_Tweet_in_RealTime.py
2018-06-24 16:46:45 INFO  HadoopRDD:54 - Input split: file:/home/ubuntu/assignment/a3/A3_DB/standford_500.logreg.model/metadata/part-00000:0+324
2018-06-24 16:46:45 INFO  PythonRunner:54 - Times: total = 215, boot = 200, init = 15, finish = 0
2018-06-24 16:46:45 INFO  Executor:54 - Finished task 0.0 in stage 0.0 (TID 0). 1727 bytes result sent to driver
2018-06-24 16:46:45 INFO  TaskSetManager:54 - Finished task 0.0 in stage 0.0 (TID 0) in 532 ms on localhost (executor driver) (1/1)
2018-06-24 16:46:45 INFO  TaskSchedulerImpl:54 - Removed TaskSet 0.0, whose tasks have all completed, from pool 
2018-06-24 16:46:45 INFO  DAGScheduler:54 - ResultStage 0 (runJob at PythonRDD.scala:141) finished in 0.787 s
2018-06-24 16:46:45 INFO  DAGScheduler:54 - Job 0 finished: runJob at PythonRDD.scala:141, took 0.894739 s
2018-06-24 16:46:45 WARN  SparkContext:66 - Using an existing SparkContext; some configuration may not take effect.
2018-06-24 16:46:45 INFO  MemoryStore:54 - Block broadcast_2 stored as values in memory (estimated size 236.5 KB, free 413.4 MB)
2018-06-24 16:46:45 INFO  MemoryStore:54 - Block broadcast_2_piece0 stored as bytes in memory (estimated size 22.9 KB, free 413.4 MB)
2018-06-24 16:46:45 INFO  BlockManagerInfo:54 - Added broadcast_2_piece0 in memory on ip-172-31-29-64.ca-central-1.compute.internal:36508 (size: 22.9 KB, free: 413.9 MB)
2018-06-24 16:46:45 INFO  SparkContext:54 - Created broadcast 2 from textFile at ReadWrite.scala:387
2018-06-24 16:46:45 INFO  FileInputFormat:249 - Total input paths to process : 1
2018-06-24 16:46:45 INFO  SparkContext:54 - Starting job: first at ReadWrite.scala:387
2018-06-24 16:46:45 INFO  DAGScheduler:54 - Got job 1 (first at ReadWrite.scala:387) with 1 output partitions
2018-06-24 16:46:45 INFO  DAGScheduler:54 - Final stage: ResultStage 1 (first at ReadWrite.scala:387)
2018-06-24 16:46:45 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 16:46:45 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 16:46:45 INFO  DAGScheduler:54 - Submitting ResultStage 1 (standford_500.logreg.model/metadata MapPartitionsRDD[4] at textFile at ReadWrite.scala:387), which has no missing parents
2018-06-24 16:46:45 INFO  MemoryStore:54 - Block broadcast_3 stored as values in memory (estimated size 3.3 KB, free 413.4 MB)
2018-06-24 16:46:45 INFO  MemoryStore:54 - Block broadcast_3_piece0 stored as bytes in memory (estimated size 1991.0 B, free 413.4 MB)
2018-06-24 16:46:45 INFO  BlockManagerInfo:54 - Added broadcast_3_piece0 in memory on ip-172-31-29-64.ca-central-1.compute.internal:36508 (size: 1991.0 B, free: 413.9 MB)
2018-06-24 16:46:45 INFO  SparkContext:54 - Created broadcast 3 from broadcast at DAGScheduler.scala:1039
2018-06-24 16:46:45 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 1 (standford_500.logreg.model/metadata MapPartitionsRDD[4] at textFile at ReadWrite.scala:387) (first 15 tasks are for partitions Vector(0))
2018-06-24 16:46:45 INFO  TaskSchedulerImpl:54 - Adding task set 1.0 with 1 tasks
2018-06-24 16:46:45 INFO  TaskSetManager:54 - Starting task 0.0 in stage 1.0 (TID 1, localhost, executor driver, partition 0, PROCESS_LOCAL, 7931 bytes)
2018-06-24 16:46:45 INFO  Executor:54 - Running task 0.0 in stage 1.0 (TID 1)
2018-06-24 16:46:45 INFO  HadoopRDD:54 - Input split: file:/home/ubuntu/assignment/a3/A3_DB/standford_500.logreg.model/metadata/part-00000:0+324
2018-06-24 16:46:45 INFO  Executor:54 - Finished task 0.0 in stage 1.0 (TID 1). 1166 bytes result sent to driver
2018-06-24 16:46:45 INFO  TaskSetManager:54 - Finished task 0.0 in stage 1.0 (TID 1) in 21 ms on localhost (executor driver) (1/1)
2018-06-24 16:46:45 INFO  DAGScheduler:54 - ResultStage 1 (first at ReadWrite.scala:387) finished in 0.040 s
2018-06-24 16:46:45 INFO  DAGScheduler:54 - Job 1 finished: first at ReadWrite.scala:387, took 0.044050 s
2018-06-24 16:46:45 INFO  TaskSchedulerImpl:54 - Removed TaskSet 1.0, whose tasks have all completed, from pool 
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 26
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 41
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 28
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 34
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 43
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 40
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 50
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 38
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 48
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 44
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 42
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 32
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 30
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 33
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 27
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 37
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 47
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 49
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 31
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 29
2018-06-24 16:46:45 INFO  BlockManagerInfo:54 - Removed broadcast_2_piece0 on ip-172-31-29-64.ca-central-1.compute.internal:36508 in memory (size: 22.9 KB, free: 413.9 MB)
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 35
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 39
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 45
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 46
2018-06-24 16:46:45 INFO  ContextCleaner:54 - Cleaned accumulator 36
2018-06-24 16:46:45 INFO  BlockManagerInfo:54 - Removed broadcast_3_piece0 on ip-172-31-29-64.ca-central-1.compute.internal:36508 in memory (size: 1991.0 B, free: 413.9 MB)
2018-06-24 16:46:45 INFO  MemoryStore:54 - Block broadcast_4 stored as values in memory (estimated size 236.5 KB, free 413.4 MB)
2018-06-24 16:46:45 INFO  MemoryStore:54 - Block broadcast_4_piece0 stored as bytes in memory (estimated size 22.9 KB, free 413.4 MB)
2018-06-24 16:46:45 INFO  BlockManagerInfo:54 - Added broadcast_4_piece0 in memory on ip-172-31-29-64.ca-central-1.compute.internal:36508 (size: 22.9 KB, free: 413.9 MB)
2018-06-24 16:46:45 INFO  SparkContext:54 - Created broadcast 4 from textFile at ReadWrite.scala:387
2018-06-24 16:46:46 INFO  FileInputFormat:249 - Total input paths to process : 1
2018-06-24 16:46:46 INFO  SparkContext:54 - Starting job: first at ReadWrite.scala:387
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Got job 2 (first at ReadWrite.scala:387) with 1 output partitions
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Final stage: ResultStage 2 (first at ReadWrite.scala:387)
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Submitting ResultStage 2 (standford_500.logreg.model/stages/0_RegexTokenizer_407d808277b4b03ed14a/metadata MapPartitionsRDD[6] at textFile at ReadWrite.scala:387), which has no missing parents
2018-06-24 16:46:46 INFO  MemoryStore:54 - Block broadcast_5 stored as values in memory (estimated size 3.3 KB, free 413.4 MB)
2018-06-24 16:46:46 INFO  MemoryStore:54 - Block broadcast_5_piece0 stored as bytes in memory (estimated size 2035.0 B, free 413.4 MB)
2018-06-24 16:46:46 INFO  BlockManagerInfo:54 - Added broadcast_5_piece0 in memory on ip-172-31-29-64.ca-central-1.compute.internal:36508 (size: 2035.0 B, free: 413.9 MB)
2018-06-24 16:46:46 INFO  SparkContext:54 - Created broadcast 5 from broadcast at DAGScheduler.scala:1039
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 2 (standford_500.logreg.model/stages/0_RegexTokenizer_407d808277b4b03ed14a/metadata MapPartitionsRDD[6] at textFile at ReadWrite.scala:387) (first 15 tasks are for partitions Vector(0))
2018-06-24 16:46:46 INFO  TaskSchedulerImpl:54 - Adding task set 2.0 with 1 tasks
2018-06-24 16:46:46 INFO  TaskSetManager:54 - Starting task 0.0 in stage 2.0 (TID 2, localhost, executor driver, partition 0, PROCESS_LOCAL, 7977 bytes)
2018-06-24 16:46:46 INFO  Executor:54 - Running task 0.0 in stage 2.0 (TID 2)
2018-06-24 16:46:46 INFO  HadoopRDD:54 - Input split: file:/home/ubuntu/assignment/a3/A3_DB/standford_500.logreg.model/stages/0_RegexTokenizer_407d808277b4b03ed14a/metadata/part-00000:0+271
2018-06-24 16:46:46 INFO  Executor:54 - Finished task 0.0 in stage 2.0 (TID 2). 1113 bytes result sent to driver
2018-06-24 16:46:46 INFO  TaskSetManager:54 - Finished task 0.0 in stage 2.0 (TID 2) in 22 ms on localhost (executor driver) (1/1)
2018-06-24 16:46:46 INFO  DAGScheduler:54 - ResultStage 2 (first at ReadWrite.scala:387) finished in 0.046 s
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Job 2 finished: first at ReadWrite.scala:387, took 0.049340 s
2018-06-24 16:46:46 INFO  TaskSchedulerImpl:54 - Removed TaskSet 2.0, whose tasks have all completed, from pool 
2018-06-24 16:46:46 INFO  MemoryStore:54 - Block broadcast_6 stored as values in memory (estimated size 236.5 KB, free 413.2 MB)
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 51
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 52
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 68
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 70
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 56
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 61
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 53
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 65
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 58
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 71
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 55
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 64
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 62
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 57
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 59
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 63
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 74
2018-06-24 16:46:46 INFO  BlockManagerInfo:54 - Removed broadcast_5_piece0 on ip-172-31-29-64.ca-central-1.compute.internal:36508 in memory (size: 2035.0 B, free: 413.9 MB)
2018-06-24 16:46:46 INFO  BlockManagerInfo:54 - Removed broadcast_4_piece0 on ip-172-31-29-64.ca-central-1.compute.internal:36508 in memory (size: 22.9 KB, free: 413.9 MB)
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 60
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 67
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 69
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 66
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 54
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 75
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 72
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 73
2018-06-24 16:46:46 INFO  MemoryStore:54 - Block broadcast_6_piece0 stored as bytes in memory (estimated size 22.9 KB, free 413.4 MB)
2018-06-24 16:46:46 INFO  BlockManagerInfo:54 - Added broadcast_6_piece0 in memory on ip-172-31-29-64.ca-central-1.compute.internal:36508 (size: 22.9 KB, free: 413.9 MB)
2018-06-24 16:46:46 INFO  SparkContext:54 - Created broadcast 6 from textFile at ReadWrite.scala:387
2018-06-24 16:46:46 INFO  FileInputFormat:249 - Total input paths to process : 1
2018-06-24 16:46:46 INFO  SparkContext:54 - Starting job: first at ReadWrite.scala:387
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Got job 3 (first at ReadWrite.scala:387) with 1 output partitions
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Final stage: ResultStage 3 (first at ReadWrite.scala:387)
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Submitting ResultStage 3 (standford_500.logreg.model/stages/0_RegexTokenizer_407d808277b4b03ed14a/metadata MapPartitionsRDD[8] at textFile at ReadWrite.scala:387), which has no missing parents
2018-06-24 16:46:46 INFO  MemoryStore:54 - Block broadcast_7 stored as values in memory (estimated size 3.3 KB, free 413.4 MB)
2018-06-24 16:46:46 INFO  MemoryStore:54 - Block broadcast_7_piece0 stored as bytes in memory (estimated size 2035.0 B, free 413.4 MB)
2018-06-24 16:46:46 INFO  BlockManagerInfo:54 - Added broadcast_7_piece0 in memory on ip-172-31-29-64.ca-central-1.compute.internal:36508 (size: 2035.0 B, free: 413.9 MB)
2018-06-24 16:46:46 INFO  SparkContext:54 - Created broadcast 7 from broadcast at DAGScheduler.scala:1039
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 3 (standford_500.logreg.model/stages/0_RegexTokenizer_407d808277b4b03ed14a/metadata MapPartitionsRDD[8] at textFile at ReadWrite.scala:387) (first 15 tasks are for partitions Vector(0))
2018-06-24 16:46:46 INFO  TaskSchedulerImpl:54 - Adding task set 3.0 with 1 tasks
2018-06-24 16:46:46 INFO  TaskSetManager:54 - Starting task 0.0 in stage 3.0 (TID 3, localhost, executor driver, partition 0, PROCESS_LOCAL, 7977 bytes)
2018-06-24 16:46:46 INFO  Executor:54 - Running task 0.0 in stage 3.0 (TID 3)
2018-06-24 16:46:46 INFO  HadoopRDD:54 - Input split: file:/home/ubuntu/assignment/a3/A3_DB/standford_500.logreg.model/stages/0_RegexTokenizer_407d808277b4b03ed14a/metadata/part-00000:0+271
2018-06-24 16:46:46 INFO  Executor:54 - Finished task 0.0 in stage 3.0 (TID 3). 1070 bytes result sent to driver
2018-06-24 16:46:46 INFO  TaskSetManager:54 - Finished task 0.0 in stage 3.0 (TID 3) in 18 ms on localhost (executor driver) (1/1)
2018-06-24 16:46:46 INFO  DAGScheduler:54 - ResultStage 3 (first at ReadWrite.scala:387) finished in 0.041 s
2018-06-24 16:46:46 INFO  DAGScheduler:54 - Job 3 finished: first at ReadWrite.scala:387, took 0.045669 s
2018-06-24 16:46:46 INFO  TaskSchedulerImpl:54 - Removed TaskSet 3.0, whose tasks have all completed, from pool 
2018-06-24 16:46:46 INFO  MemoryStore:54 - Block broadcast_8 stored as values in memory (estimated size 236.5 KB, free 413.2 MB)
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 82
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 93
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 77
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 80
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 84
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 83
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 81
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 86
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 89
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 100
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 79
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 96
2018-06-24 16:46:46 INFO  ContextCleaner:54 - Cleaned accumulator 76
